Project,Commit,Class,Method or Field Declaration,Locally Observable Interference,Locally Observable Interference Description,Left changes summay,Right changes summary,Associated Test case,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.action.support.replication.ReplicationOperation,execute(),No,"There is no locally observable interference as the new method calls added by Right just reads the value of replicaRequest (PrimaryRequest class), while the Left changes adds a message on the logger (GlobalCheckPointService class).","Left creates a new local variable primaryRounting, while it also adds a new call for updateLocalCheckpointForShard on the field primary.",Right creates a new local variable primaryRounting and renames the local variable primaryId. It also adds a new call for replicaRequest on the field primaryResult.,-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.index.engine.InternalEngineTests,testRecoverFromForeignTranslog(),No,There is no locally observable interference as the parent changes only updates method calls for creating different objects.,"Left updates the method call for creating a new Index object. Now, it is also assigned a value for field seqNo.","Right updates the method call for creating a new EngineConfig object. Now, it is also assigned a value for field refreshListeners.",-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.index.engine.InternalEngine,InternalEngine(org.elasticsearch.index.engine.EngineConfig),No,There ir no locally observable interference as the parent changes only reads different fields of the object engineConfig.,"Left adds a new field in the class, and also assigns a value for it in the constructor.","Right adds a new IF statement, which whether a property on the object engineConfig is nulll.",-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.action.DocWriteResponse,writeTo(org.elasticsearch.common.io.stream.StreamOutput),Yes,"When a new byte is added on a matrix of bytes (BigByteArray class), the field count is incremented by 1 (BytesStreamOutput class). As both parent contributions add a new call for adding a new byte, both changes the vaue of count. A test case could call method writeTo sending as parameter an object of type BytesStreamOutput. After the method execution, an assertion should check the value assigned to the field count. Consider that in base commit, count would have value X, in left commit value X+1, and in merge commit value X+2. (assertEquals(x+1, out.position())",Left adds a call for method writeZLong on the out object sending a long value.,Right adds a call for method writeBoolean on the object out sending a boolean value.,-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.action.DocWriteResponse,readFrom(org.elasticsearch.common.io.stream.StreamInput),No,Left and Right changes just added new method calls that returns the byte at the buffer's current position.,Left adds a call for method readZLong on the in object.,Right adds a call for method readBoolean on the object in.,-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.action.DocWriteResponse,toXContent(org.elasticsearch.common.xcontent.XContentBuilder| org.elasticsearch.common.xcontent.ToXContent$Params),Yes,"Left and Right add different objects in the generator field on class JsonXContentGenerator. In the class WriterBasedJsonGenerator, there is an implementation of method writeFieldName, that increment the value of _outputTail. A test case should explore this field, after writing a new String by calling method field. assertEquals(X, xcontentBuilder._outputTail).",Left adds two calls for method field on the object builder.,Right adds a call for method field on the object builder.,-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.cluster.metadata.MetaDataCreateIndexService,createIndex(org.elasticsearch.action.admin.indices.create.CreateIndexClusterStateUpdateRequest| org.elasticsearch.action.ActionListener<ClusterStateUpdateResponse>),No,"There is no locally observable interference as the Left changes just add parameters to create a local variable, which does not interfere with the new changes of Right.",Left adds two new parameters when creating the local variable indexService.,Right extracts a local variable (refactoring) and also adds a new local variable routingNumShards.,-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.action.update.TransportUpdateAction,shardOperation(org.elasticsearch.action.update.UpdateRequest| org.elasticsearch.action.ActionListener| int),No,"There is no locally observable interference as even the changes overriding the same object, they do not interfere with each other.",Left adds new parameters when creating the local variable update.,Right sets the field forcedRefresh of the local variable update,-,,
https://github.com/elastic/elasticsearch,d896886973660785aac45275ddb110c1a6babc57,org.elasticsearch.action.delete.TransportDeleteAction,executeDeleteRequestOnPrimary(org.elasticsearch.action.delete.DeleteRequest| org.elasticsearch.index.shard.IndexShard),No,"There is no local interference as Right performs a refactoring, while Left only sets an atribute on the object request (parameter).","Left sets the field seqNo on object request, and added this value on the call to create the returned object DeleteResponse.","Right does a refactoring by extracting a variable, and them call the method to create the method return object.",-,,
https://github.com/richardwilly98/elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,org.elasticsearch.river.mongodb.MongoDBRiverDefinition,parseSettings(String| String| org.elasticsearch.river.RiverSettings| org.elasticsearch.script.ScriptService),No,There is no local observable interference as the Left changes just update a local variable while Right writes on the logger.,"Left changes the local object builder, which is used as the returning object.",Right replaces the method used to write in the object logger.,-,,
https://github.com/richardwilly98/elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,org.elasticsearch.river.mongodb.Indexer,applyAdvancedTransformation(org.elasticsearch.river.mongodb.MongoDBRiver$QueueEntry| String),No,There is no local observable interference as the Left changes just update a local variable while Right writes on the logger.,"Left changes the local object builder, which is used as the returning object.",Right replaces the method used to write in the object logger.,-,,
https://github.com/richardwilly98/elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,org.elasticsearch.river.mongodb.Indexer,processBlockingQueue(org.elasticsearch.river.mongodb.MongoDBRiver$QueueEntry),No,There is no local observable interference as the Left changes just update a local variable while Right writes on the logger.,Left adds a new parameter used to create the local object executableScript.,Right replaces the method used to write in the object logger and the value assigned to the local object ctx.,-,,
https://github.com/richardwilly98/elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,org.elasticsearch.river.mongodb.Slurper,run(),No,"There is no local observable interference as the Left changes might change the value assigned to local variable startTimeStamp, while Right writes on the logger.","Left adds a if statement, restricting the value assigned to startTimestamp to be increased.",Right replaces the method used to write in the object logger.,-,,
https://github.com/richardwilly98/elasticsearch-river-mongodb,6b6ce8e851c6613213c4508c3f277a80649e0c7b,org.elasticsearch.river.mongodb.Slurper,addToStream(org.elasticsearch.river.mongodb.Operation| org.elasticsearch.river.mongodb.Timestamp<?>| com.mongodb.DBObject| String),Yes,There is a locally observable interference as both parents write in the object logger.,Left writes in the object logger.,Right writes in the object logger.,-,,
https://github.com/hector-client/hector,0588608e7a2bdf974c985ff546207104f672bf6c,me.prettyprint.cassandra.connection.client.HSaslThriftClient,open(),No,There is no locally observable interference as Left changes are refactorings.,Left does a refactoring regarding the value assigned to the local variable socket and adding a parameter when creating the object transport,"Right remove a If statement, which changed the value assigned to transport",-,,
https://github.com/hector-client/hector,a33a46506656a39d1b0f7780973905665d3b6145,me.prettyprint.cassandra.connection.client.HKerberosThriftClient,open(),No,There is no locally observable interference as Left changes are refactorings.,Left does a refactoring regarding the value assigned to the local variable socket,"Right remove a If statement, which changed the value assigned to transport",-,,
https://github.com/hector-client/hector,a33a46506656a39d1b0f7780973905665d3b6145,me.prettyprint.cassandra.connection.client.HThriftClient,open(),No,There is no locally observable interference as Left changes are refactorings.,Left does a refactoring regarding the value assigned to the local variable socket and adding a parameter when creating the object transport,"Right remove a If statement, which changed the value assigned to transport",-,,
https://github.com/hector-client/hector,213f7887ea70eabdf0705cf8454de29af89e8c38,me.prettyprint.cassandra.connection.HconnectionManager,operateWithFailover(me.prettyprint.cassandra.service.Operation),No,"There is no locally observable interference as Left changes the method used to write in the looger, while Right changes the initialization of the local variable stopWatch.",Left changes the method used to write in the logger.,Right changes the initialization of the local variable stopWatch,-,,
